undertone,body_type,occasion,n_items,has_outerwear,has_accessory,color_contrast,pattern_mix,undertone_enc,body_type_enc,occasion_enc,compatibility_score,is_compatible
neutral,inverted_triangle,ethnic,3,0,0,0.33,0,2,1,3,0.7821,1
cool,oval,ethnic,3,1,1,0.2,0,1,5,3,0.7362,0
neutral,rectangle,casual,5,0,1,0.78,0,2,3,0,0.9226,1
neutral,pear,ethnic,4,0,0,0.73,0,2,2,3,0.7529,1
warm,oval,casual,5,0,1,0.7,0,0,5,0,0.6705,0
neutral,hourglass,ethnic,5,0,1,0.26,0,2,0,3,0.9076,1
warm,apple,party,3,1,1,0.42,0,0,4,2,0.6704,0
warm,rectangle,sports,4,0,1,0.71,0,0,3,4,0.7735,1
neutral,oval,ethnic,5,1,1,0.23,0,2,5,3,0.7253,0
cool,pear,sports,4,1,0,0.23,1,1,2,4,0.8008,1
warm,apple,sports,4,1,1,0.9,0,0,4,4,0.6535,0
neutral,rectangle,party,3,0,1,0.59,0,2,3,2,0.7074,0
warm,pear,ethnic,4,0,0,0.15,1,0,2,3,0.817,1
neutral,oval,formal,4,1,0,0.4,1,2,5,1,0.7094,0
cool,apple,casual,3,1,1,0.76,0,1,4,0,0.7833,1
warm,inverted_triangle,casual,5,0,0,0.39,1,0,1,0,0.9757,1
neutral,hourglass,ethnic,4,0,0,0.62,1,2,0,3,0.8996,1
neutral,inverted_triangle,ethnic,3,1,1,0.58,0,2,1,3,0.8469,1
warm,hourglass,formal,5,0,0,0.78,0,0,0,1,0.99,1
warm,apple,sports,3,1,1,0.17,1,0,4,4,0.6711,0
cool,oval,ethnic,3,0,1,0.31,0,1,5,3,0.7617,1
warm,inverted_triangle,formal,3,1,0,0.3,0,0,1,1,0.9349,1
neutral,oval,casual,4,0,1,0.57,0,2,5,0,0.7281,0
cool,oval,ethnic,3,1,1,0.32,1,1,5,3,0.8254,1
cool,pear,sports,4,1,0,0.6,0,1,2,4,0.7212,0
cool,hourglass,formal,3,0,1,0.22,0,1,0,1,0.99,1
neutral,inverted_triangle,ethnic,3,0,1,0.83,1,2,1,3,0.8767,1
cool,rectangle,casual,5,0,0,0.57,0,1,3,0,0.7176,0
neutral,rectangle,casual,4,1,1,0.68,1,2,3,0,0.9674,1
neutral,pear,sports,4,0,0,0.31,0,2,2,4,0.7166,0
warm,pear,casual,3,0,1,0.31,0,0,2,0,0.9541,1
neutral,apple,sports,5,0,0,0.58,1,2,4,4,0.7332,0
neutral,apple,casual,3,1,1,0.76,0,2,4,0,0.7343,0
warm,oval,sports,3,0,1,0.77,0,0,5,4,0.7655,1
cool,oval,ethnic,5,0,0,0.27,0,1,5,3,0.726,0
warm,apple,sports,5,1,1,0.47,0,0,4,4,0.7749,1
neutral,hourglass,casual,4,0,1,0.8,1,2,0,0,0.7318,0
warm,apple,sports,5,1,0,0.63,0,0,4,4,0.7241,0
cool,hourglass,formal,4,0,1,0.6,0,1,0,1,0.99,1
neutral,pear,sports,5,0,0,0.13,1,2,2,4,0.7465,0
neutral,hourglass,party,3,1,0,0.62,0,2,0,2,0.8517,1
neutral,hourglass,formal,4,0,0,0.42,0,2,0,1,0.9552,1
cool,apple,sports,3,0,1,0.2,1,1,4,4,0.7736,1
warm,hourglass,formal,3,1,0,0.62,0,0,0,1,0.981,1
neutral,apple,party,3,0,0,0.71,1,2,4,2,0.6943,0
cool,hourglass,party,3,0,0,0.37,0,1,0,2,0.8304,1
warm,hourglass,formal,5,0,1,0.12,1,0,0,1,0.99,1
cool,inverted_triangle,party,3,1,1,0.67,1,1,1,2,0.8652,1
cool,hourglass,party,3,0,0,0.34,1,1,0,2,0.7855,1
cool,pear,casual,4,0,1,0.83,1,1,2,0,0.753,1
cool,pear,casual,5,1,0,0.38,1,1,2,0,0.6975,0
cool,apple,casual,3,1,1,0.48,1,1,4,0,0.7887,1
neutral,pear,formal,4,0,0,0.14,0,2,2,1,0.8147,1
neutral,inverted_triangle,casual,4,0,1,0.3,1,2,1,0,0.8286,1
cool,apple,party,4,0,0,0.36,0,1,4,2,0.7842,1
neutral,oval,sports,5,1,0,0.66,0,2,5,4,0.7547,1
neutral,rectangle,ethnic,3,0,0,0.76,0,2,3,3,0.7675,1
cool,apple,casual,4,0,0,0.2,0,1,4,0,0.7705,1
cool,oval,sports,3,0,1,0.3,1,1,5,4,0.7434,0
neutral,apple,formal,4,1,0,0.42,0,2,4,1,0.8286,1
neutral,hourglass,formal,3,0,1,0.84,0,2,0,1,0.9752,1
warm,hourglass,formal,3,1,1,0.61,0,0,0,1,0.9742,1
warm,inverted_triangle,formal,5,0,1,0.87,0,0,1,1,0.9693,1
neutral,pear,sports,5,1,1,0.29,0,2,2,4,0.8007,1
cool,pear,ethnic,3,1,1,0.82,0,1,2,3,0.7389,0
warm,rectangle,sports,3,0,0,0.37,0,0,3,4,0.6409,0
cool,hourglass,party,3,0,1,0.16,1,1,0,2,0.779,1
neutral,rectangle,formal,4,0,1,0.48,0,2,3,1,0.8198,1
cool,pear,party,3,1,1,0.29,1,1,2,2,0.8732,1
neutral,hourglass,sports,5,0,0,0.39,0,2,0,4,0.8111,1
warm,hourglass,sports,4,0,1,0.25,0,0,0,4,0.8491,1
cool,oval,party,5,1,0,0.43,0,1,5,2,0.7403,0
warm,hourglass,formal,3,0,0,0.9,0,0,0,1,0.99,1
warm,pear,sports,3,1,0,0.49,0,0,2,4,0.7418,0
cool,rectangle,party,3,0,1,0.61,1,1,3,2,0.7047,0
cool,inverted_triangle,formal,3,1,1,0.78,0,1,1,1,0.8553,1
neutral,apple,formal,4,0,0,0.51,1,2,4,1,0.7371,0
neutral,rectangle,casual,5,1,0,0.39,1,2,3,0,0.9061,1
neutral,hourglass,party,5,0,1,0.49,0,2,0,2,0.7301,0
cool,inverted_triangle,party,5,1,1,0.62,0,1,1,2,0.82,1
cool,hourglass,casual,5,0,0,0.32,0,1,0,0,0.7561,1
cool,rectangle,ethnic,5,1,1,0.85,1,1,3,3,0.7689,1
cool,inverted_triangle,sports,3,0,0,0.68,0,1,1,4,0.8304,1
warm,pear,ethnic,4,0,1,0.56,0,0,2,3,0.8052,1
cool,oval,casual,4,0,0,0.48,0,1,5,0,0.7972,1
warm,rectangle,sports,3,1,0,0.65,1,0,3,4,0.7439,0
neutral,oval,formal,5,0,1,0.22,0,2,5,1,0.7767,1
cool,rectangle,ethnic,4,1,0,0.86,0,1,3,3,0.8587,1
cool,pear,ethnic,5,1,1,0.6,0,1,2,3,0.8177,1
warm,inverted_triangle,formal,3,1,0,0.16,1,0,1,1,0.9784,1
neutral,inverted_triangle,formal,4,0,1,0.19,0,2,1,1,0.8381,1
neutral,pear,ethnic,3,1,1,0.65,0,2,2,3,0.8562,1
neutral,apple,formal,3,1,0,0.89,0,2,4,1,0.7403,0
warm,oval,formal,5,0,1,0.66,1,0,5,1,0.6969,0
warm,apple,casual,5,0,1,0.74,0,0,4,0,0.8064,1
neutral,pear,sports,5,0,1,0.38,0,2,2,4,0.7349,0
warm,oval,casual,5,1,0,0.62,1,0,5,0,0.7125,0
neutral,hourglass,formal,5,0,0,0.23,0,2,0,1,0.99,1
neutral,apple,formal,4,1,1,0.71,0,2,4,1,0.7175,0
warm,pear,formal,3,0,1,0.31,1,0,2,1,0.7069,0
cool,oval,party,5,0,1,0.19,0,1,5,2,0.8107,1
warm,rectangle,casual,3,0,1,0.34,0,0,3,0,0.8042,1
cool,oval,sports,4,0,0,0.87,0,1,5,4,0.6936,0
neutral,apple,formal,5,0,0,0.19,0,2,4,1,0.7156,0
warm,hourglass,formal,5,0,1,0.44,1,0,0,1,0.99,1
cool,hourglass,party,4,0,1,0.43,0,1,0,2,0.8491,1
warm,pear,party,3,1,0,0.22,1,0,2,2,0.7828,1
neutral,hourglass,party,3,1,1,0.52,0,2,0,2,0.8427,1
warm,pear,ethnic,5,0,1,0.19,1,0,2,3,0.855,1
cool,rectangle,casual,3,0,1,0.1,1,1,3,0,0.756,1
cool,pear,casual,3,1,1,0.66,0,1,2,0,0.7263,0
warm,rectangle,sports,5,0,0,0.1,1,0,3,4,0.7732,1
warm,oval,casual,3,0,1,0.46,0,0,5,0,0.7914,1
neutral,inverted_triangle,sports,4,1,0,0.79,0,2,1,4,0.8143,1
warm,rectangle,casual,5,0,0,0.17,0,0,3,0,0.8351,1
warm,rectangle,party,4,0,1,0.84,0,0,3,2,0.7937,1
neutral,oval,sports,5,1,0,0.48,0,2,5,4,0.7735,1
cool,apple,ethnic,3,0,1,0.28,1,1,4,3,0.7195,0
warm,inverted_triangle,ethnic,5,0,1,0.43,0,0,1,3,0.8404,1
neutral,apple,ethnic,5,1,1,0.35,1,2,4,3,0.8066,1
neutral,pear,ethnic,4,0,1,0.58,0,2,2,3,0.7588,1
warm,oval,ethnic,5,1,0,0.43,0,0,5,3,0.7734,1
warm,oval,formal,5,0,1,0.47,1,0,5,1,0.841,1
cool,rectangle,casual,3,0,0,0.73,0,1,3,0,0.8052,1
neutral,inverted_triangle,casual,5,1,1,0.72,0,2,1,0,0.7283,0
neutral,inverted_triangle,sports,4,0,0,0.22,1,2,1,4,0.7976,1
cool,inverted_triangle,ethnic,4,1,1,0.25,0,1,1,3,0.8795,1
neutral,inverted_triangle,formal,4,1,1,0.32,0,2,1,1,0.8789,1
neutral,rectangle,party,5,1,0,0.75,0,2,3,2,0.818,1
warm,pear,sports,4,0,1,0.42,0,0,2,4,0.7174,0
warm,apple,casual,4,1,1,0.28,0,0,4,0,0.7856,1
neutral,rectangle,ethnic,5,1,1,0.25,1,2,3,3,0.8184,1
cool,hourglass,sports,3,0,0,0.19,1,1,0,4,0.7345,0
neutral,hourglass,ethnic,5,1,1,0.68,1,2,0,3,0.8987,1
cool,inverted_triangle,formal,5,1,1,0.16,0,1,1,1,0.7839,1
cool,hourglass,casual,4,0,1,0.46,1,1,0,0,0.7318,0
neutral,hourglass,casual,4,1,0,0.6,1,2,0,0,0.7269,0
warm,hourglass,ethnic,5,1,0,0.2,0,0,0,3,0.8458,1
neutral,inverted_triangle,ethnic,3,0,0,0.59,0,2,1,3,0.7713,1
warm,pear,formal,5,0,0,0.33,0,0,2,1,0.7153,0
cool,oval,casual,4,0,1,0.34,0,1,5,0,0.7438,0
warm,inverted_triangle,casual,5,0,0,0.75,0,0,1,0,0.9688,1
cool,hourglass,sports,4,1,1,0.23,0,1,0,4,0.7241,0
neutral,hourglass,ethnic,4,0,0,0.31,0,2,0,3,0.8374,1
warm,inverted_triangle,casual,5,1,1,0.63,1,0,1,0,0.99,1
neutral,oval,party,3,1,0,0.29,0,2,5,2,0.7197,0
warm,hourglass,party,4,0,0,0.54,0,0,0,2,0.8411,1
neutral,inverted_triangle,party,5,0,1,0.79,0,2,1,2,0.7822,1
cool,hourglass,party,3,0,1,0.34,0,1,0,2,0.741,0
cool,apple,casual,4,1,1,0.89,0,1,4,0,0.7048,0
warm,hourglass,formal,3,0,1,0.72,1,0,0,1,0.99,1
warm,apple,party,5,1,1,0.2,0,0,4,2,0.6992,0
cool,inverted_triangle,ethnic,3,0,0,0.59,0,1,1,3,0.8652,1
warm,pear,party,3,0,1,0.79,0,0,2,2,0.7465,0
cool,inverted_triangle,formal,4,0,1,0.65,1,1,1,1,0.8519,1
warm,oval,party,3,0,0,0.32,0,0,5,2,0.7254,0
cool,inverted_triangle,party,3,0,0,0.71,0,1,1,2,0.7791,1
cool,pear,party,3,0,1,0.55,0,1,2,2,0.9501,1
warm,hourglass,ethnic,3,0,1,0.63,0,0,0,3,0.7608,1
neutral,hourglass,formal,4,0,1,0.48,0,2,0,1,0.9649,1
neutral,inverted_triangle,formal,4,1,1,0.27,0,2,1,1,0.8049,1
neutral,hourglass,party,4,1,1,0.34,1,2,0,2,0.7385,0
neutral,inverted_triangle,formal,5,0,1,0.43,0,2,1,1,0.8148,1
cool,pear,casual,4,0,0,0.66,0,1,2,0,0.7043,0
warm,rectangle,ethnic,4,0,1,0.65,1,0,3,3,0.8295,1
neutral,oval,casual,3,0,1,0.33,0,2,5,0,0.7936,1
warm,hourglass,ethnic,4,0,1,0.13,0,0,0,3,0.8204,1
warm,hourglass,sports,3,0,1,0.15,0,0,0,4,0.7358,0
warm,inverted_triangle,formal,4,1,1,0.16,1,0,1,1,0.99,1
neutral,inverted_triangle,ethnic,4,0,0,0.36,0,2,1,3,0.8989,1
warm,hourglass,ethnic,3,0,1,0.71,0,0,0,3,0.9036,1
cool,apple,sports,3,0,1,0.21,0,1,4,4,0.6901,0
neutral,rectangle,ethnic,3,0,1,0.3,0,2,3,3,0.7287,0
cool,rectangle,formal,3,1,1,0.21,0,1,3,1,0.7444,0
neutral,inverted_triangle,party,5,0,1,0.89,1,2,1,2,0.7388,0
cool,apple,casual,3,1,0,0.56,0,1,4,0,0.7371,0
neutral,oval,sports,5,1,0,0.88,0,2,5,4,0.674,0
warm,hourglass,casual,5,1,0,0.49,0,0,0,0,0.99,1
warm,oval,casual,4,0,1,0.47,0,0,5,0,0.6842,0
warm,rectangle,ethnic,4,0,1,0.46,0,0,3,3,0.8264,1
warm,pear,sports,5,0,0,0.39,0,0,2,4,0.7554,1
cool,pear,party,5,0,1,0.82,0,1,2,2,0.9899,1
warm,oval,casual,3,0,1,0.79,0,0,5,0,0.6669,0
warm,inverted_triangle,formal,3,1,0,0.79,0,0,1,1,0.9486,1
cool,inverted_triangle,sports,4,1,1,0.77,0,1,1,4,0.6843,0
neutral,apple,ethnic,3,0,0,0.46,0,2,4,3,0.8223,1
cool,apple,sports,4,0,1,0.73,0,1,4,4,0.6826,0
neutral,pear,casual,4,1,1,0.76,0,2,2,0,0.8239,1
neutral,inverted_triangle,ethnic,4,1,1,0.88,0,2,1,3,0.8531,1
warm,inverted_triangle,casual,4,0,1,0.82,1,0,1,0,0.99,1
neutral,oval,sports,4,0,0,0.85,0,2,5,4,0.6449,0
cool,inverted_triangle,formal,4,1,0,0.11,0,1,1,1,0.7878,1
neutral,hourglass,sports,5,0,1,0.45,1,2,0,4,0.7674,1
warm,rectangle,casual,3,0,1,0.39,0,0,3,0,0.8506,1
cool,hourglass,party,5,1,0,0.17,0,1,0,2,0.7966,1
warm,pear,casual,3,0,1,0.81,0,0,2,0,0.8521,1
warm,inverted_triangle,sports,5,0,1,0.47,0,0,1,4,0.7818,1
warm,rectangle,casual,4,0,1,0.57,0,0,3,0,0.774,1
warm,pear,sports,4,1,0,0.41,0,0,2,4,0.7706,1
warm,oval,ethnic,3,1,1,0.66,1,0,5,3,0.7569,1
cool,inverted_triangle,ethnic,3,1,1,0.37,0,1,1,3,0.8558,1
cool,hourglass,party,4,1,1,0.19,0,1,0,2,0.8294,1
warm,inverted_triangle,formal,5,1,1,0.77,0,0,1,1,0.99,1
neutral,pear,party,4,1,1,0.38,0,2,2,2,0.807,1
warm,apple,party,3,1,1,0.48,0,0,4,2,0.6791,0
neutral,rectangle,casual,5,1,1,0.2,0,2,3,0,0.9433,1
neutral,apple,sports,5,1,1,0.57,0,2,4,4,0.7779,1
cool,apple,sports,3,0,0,0.63,0,1,4,4,0.7893,1
cool,rectangle,party,3,0,0,0.22,0,1,3,2,0.7931,1
warm,oval,ethnic,4,1,1,0.9,0,0,5,3,0.8286,1
neutral,oval,sports,4,1,1,0.6,0,2,5,4,0.7723,1
cool,apple,formal,4,1,0,0.32,0,1,4,1,0.7908,1
neutral,rectangle,sports,3,0,0,0.32,0,2,3,4,0.7081,0
warm,pear,ethnic,5,0,0,0.33,1,0,2,3,0.7757,1
neutral,pear,casual,4,0,0,0.3,1,2,2,0,0.7729,1
cool,apple,sports,4,0,0,0.46,0,1,4,4,0.685,0
cool,hourglass,sports,5,0,1,0.49,0,1,0,4,0.7288,0
cool,hourglass,casual,4,1,0,0.26,0,1,0,0,0.867,1
neutral,rectangle,party,3,1,1,0.16,0,2,3,2,0.7358,0
neutral,hourglass,sports,5,1,0,0.71,0,2,0,4,0.8436,1
warm,inverted_triangle,formal,4,0,0,0.13,0,0,1,1,0.99,1
neutral,rectangle,sports,3,1,0,0.41,0,2,3,4,0.6435,0
cool,pear,casual,4,0,0,0.37,0,1,2,0,0.7852,1
warm,oval,sports,4,1,1,0.39,0,0,5,4,0.7574,1
cool,apple,sports,4,0,0,0.52,1,1,4,4,0.6598,0
neutral,oval,party,5,0,1,0.54,1,2,5,2,0.7379,0
cool,apple,formal,4,0,0,0.58,0,1,4,1,0.7182,0
warm,hourglass,formal,5,0,1,0.3,1,0,0,1,0.99,1
cool,apple,sports,3,0,1,0.32,0,1,4,4,0.6463,0
neutral,rectangle,sports,3,0,0,0.61,1,2,3,4,0.6811,0
warm,inverted_triangle,sports,4,0,0,0.45,0,0,1,4,0.7499,0
cool,rectangle,ethnic,3,0,1,0.63,0,1,3,3,0.7759,1
warm,pear,ethnic,3,1,1,0.55,0,0,2,3,0.7565,1
neutral,inverted_triangle,formal,3,0,0,0.45,1,2,1,1,0.8036,1
warm,oval,formal,4,0,0,0.56,0,0,5,1,0.7505,1
warm,apple,ethnic,3,1,0,0.29,0,0,4,3,0.6993,0
neutral,pear,formal,5,0,1,0.6,0,2,2,1,0.7251,0
neutral,pear,ethnic,3,0,1,0.7,1,2,2,3,0.8101,1
warm,inverted_triangle,sports,5,1,1,0.25,1,0,1,4,0.7151,0
cool,pear,sports,5,0,0,0.15,0,1,2,4,0.6956,0
warm,hourglass,formal,4,1,1,0.12,1,0,0,1,0.99,1
cool,inverted_triangle,party,3,0,0,0.29,1,1,1,2,0.7499,0
warm,rectangle,formal,3,0,1,0.66,0,0,3,1,0.841,1
cool,apple,ethnic,3,0,0,0.57,1,1,4,3,0.812,1
neutral,hourglass,ethnic,4,0,0,0.15,0,2,0,3,0.7858,1
cool,inverted_triangle,formal,5,0,1,0.48,0,1,1,1,0.8512,1
warm,inverted_triangle,party,3,0,1,0.78,0,0,1,2,0.8933,1
neutral,inverted_triangle,party,5,1,1,0.39,1,2,1,2,0.8677,1
warm,hourglass,formal,3,0,1,0.38,0,0,0,1,0.99,1
cool,oval,ethnic,4,0,0,0.9,0,1,5,3,0.82,1
warm,inverted_triangle,ethnic,3,1,0,0.39,1,0,1,3,0.742,0
neutral,hourglass,sports,5,1,0,0.76,0,2,0,4,0.7425,0
neutral,oval,formal,3,0,0,0.12,0,2,5,1,0.7937,1
warm,oval,casual,4,1,1,0.83,1,0,5,0,0.7809,1
cool,pear,sports,5,1,0,0.22,0,1,2,4,0.7179,0
warm,rectangle,ethnic,4,0,1,0.48,0,0,3,3,0.7297,0
warm,hourglass,sports,3,0,1,0.44,0,0,0,4,0.8201,1
cool,rectangle,formal,4,0,0,0.27,0,1,3,1,0.7531,1
neutral,oval,ethnic,3,0,1,0.51,0,2,5,3,0.8075,1
warm,apple,ethnic,4,1,1,0.67,0,0,4,3,0.7597,1
warm,inverted_triangle,party,5,0,1,0.17,0,0,1,2,0.947,1
cool,apple,ethnic,5,0,1,0.84,0,1,4,3,0.6999,0
neutral,inverted_triangle,party,3,0,0,0.49,0,2,1,2,0.8057,1
cool,pear,sports,5,0,1,0.36,0,1,2,4,0.6912,0
warm,pear,party,4,0,1,0.82,0,0,2,2,0.7063,0
cool,rectangle,party,3,0,1,0.55,0,1,3,2,0.7233,0
warm,rectangle,formal,4,1,0,0.75,0,0,3,1,0.7017,0
warm,oval,party,3,0,0,0.39,0,0,5,2,0.6896,0
neutral,pear,party,3,0,1,0.29,0,2,2,2,0.6988,0
neutral,oval,casual,4,0,1,0.34,0,2,5,0,0.7451,0
neutral,pear,ethnic,3,0,1,0.84,0,2,2,3,0.7723,1
cool,oval,ethnic,5,1,1,0.48,0,1,5,3,0.7801,1
cool,hourglass,ethnic,3,0,0,0.23,1,1,0,3,0.769,1
neutral,apple,party,4,0,0,0.36,0,2,4,2,0.8149,1
neutral,hourglass,casual,3,1,0,0.37,0,2,0,0,0.8303,1
cool,hourglass,party,5,1,1,0.17,0,1,0,2,0.7759,1
warm,apple,ethnic,3,0,0,0.23,1,0,4,3,0.779,1
warm,rectangle,casual,3,1,1,0.71,0,0,3,0,0.902,1
neutral,apple,sports,5,0,0,0.44,0,2,4,4,0.6551,0
neutral,oval,sports,4,0,0,0.18,0,2,5,4,0.7769,1
neutral,rectangle,casual,4,1,1,0.66,0,2,3,0,0.9696,1
neutral,hourglass,formal,5,0,1,0.48,0,2,0,1,0.99,1
neutral,apple,casual,3,1,1,0.35,0,2,4,0,0.7419,0
cool,hourglass,sports,3,1,0,0.88,0,1,0,4,0.6975,0
cool,apple,formal,4,1,1,0.25,1,1,4,1,0.7395,0
neutral,pear,casual,5,0,0,0.13,1,2,2,0,0.6774,0
neutral,pear,ethnic,4,0,1,0.18,0,2,2,3,0.7272,0
cool,inverted_triangle,party,5,0,1,0.47,0,1,1,2,0.8323,1
neutral,rectangle,ethnic,3,0,0,0.18,0,2,3,3,0.8364,1
neutral,oval,party,5,0,1,0.82,1,2,5,2,0.8381,1
neutral,rectangle,formal,4,0,0,0.73,0,2,3,1,0.7919,1
warm,hourglass,formal,5,0,1,0.44,0,0,0,1,0.99,1
neutral,hourglass,ethnic,5,0,1,0.17,0,2,0,3,0.8356,1
warm,pear,formal,4,0,1,0.43,0,0,2,1,0.7974,1
cool,pear,casual,5,1,1,0.19,0,1,2,0,0.7529,1
neutral,oval,casual,3,0,1,0.12,0,2,5,0,0.7109,0
neutral,apple,formal,5,1,1,0.52,1,2,4,1,0.6848,0
warm,pear,party,3,0,1,0.29,1,0,2,2,0.819,1
neutral,oval,formal,3,0,1,0.11,0,2,5,1,0.831,1
neutral,oval,ethnic,3,0,1,0.61,0,2,5,3,0.7522,1
warm,oval,sports,5,1,1,0.85,0,0,5,4,0.788,1
cool,inverted_triangle,party,4,0,0,0.52,0,1,1,2,0.7822,1
warm,oval,sports,5,1,0,0.64,0,0,5,4,0.6582,0
neutral,inverted_triangle,ethnic,5,1,0,0.36,1,2,1,3,0.8744,1
warm,rectangle,party,5,0,0,0.4,0,0,3,2,0.8065,1
neutral,oval,ethnic,3,0,0,0.4,1,2,5,3,0.76,1
cool,rectangle,ethnic,3,0,1,0.78,0,1,3,3,0.767,1
neutral,pear,casual,5,1,1,0.33,0,2,2,0,0.6954,0
neutral,rectangle,ethnic,4,0,0,0.1,0,2,3,3,0.7506,1
warm,pear,ethnic,4,0,0,0.6,0,0,2,3,0.7729,1
cool,oval,formal,3,0,1,0.74,0,1,5,1,0.7063,0
cool,apple,party,4,0,1,0.43,1,1,4,2,0.8068,1
cool,apple,sports,4,0,1,0.53,1,1,4,4,0.644,0
neutral,inverted_triangle,ethnic,3,1,1,0.56,0,2,1,3,0.8123,1
warm,hourglass,formal,5,1,1,0.81,1,0,0,1,0.99,1
cool,inverted_triangle,sports,4,1,0,0.55,1,1,1,4,0.7287,0
warm,oval,party,4,1,0,0.63,0,0,5,2,0.733,0
cool,pear,party,5,0,0,0.34,1,1,2,2,0.921,1
warm,hourglass,sports,4,0,1,0.82,0,0,0,4,0.7097,0
cool,inverted_triangle,formal,3,0,1,0.18,0,1,1,1,0.8489,1
warm,hourglass,formal,4,0,1,0.3,0,0,0,1,0.99,1
cool,pear,formal,5,1,0,0.64,0,1,2,1,0.8298,1
warm,pear,party,5,0,0,0.68,0,0,2,2,0.7302,0
cool,hourglass,formal,5,1,0,0.47,0,1,0,1,0.99,1
cool,oval,party,5,1,0,0.62,0,1,5,2,0.7409,0
cool,inverted_triangle,ethnic,4,1,0,0.26,1,1,1,3,0.7908,1
cool,pear,sports,3,0,0,0.52,1,1,2,4,0.7997,1
warm,inverted_triangle,ethnic,4,1,1,0.48,0,0,1,3,0.7982,1
cool,hourglass,sports,3,1,1,0.24,0,1,0,4,0.7002,0
warm,oval,party,3,0,0,0.32,1,0,5,2,0.8254,1
cool,pear,formal,5,1,1,0.72,0,1,2,1,0.8519,1
neutral,apple,casual,3,0,1,0.21,0,2,4,0,0.6981,0
cool,inverted_triangle,ethnic,3,0,1,0.9,0,1,1,3,0.8525,1
neutral,hourglass,sports,3,0,1,0.69,0,2,0,4,0.7339,0
neutral,rectangle,casual,4,0,1,0.57,1,2,3,0,0.9042,1
neutral,rectangle,party,4,0,1,0.8,0,2,3,2,0.7623,1
neutral,inverted_triangle,party,4,0,0,0.15,1,2,1,2,0.8221,1
cool,pear,ethnic,5,0,0,0.42,0,1,2,3,0.7627,1
neutral,rectangle,formal,4,0,0,0.27,0,2,3,1,0.7707,1
warm,inverted_triangle,casual,3,0,0,0.73,0,0,1,0,0.9688,1
warm,oval,party,5,1,1,0.83,0,0,5,2,0.736,0
neutral,rectangle,party,5,0,1,0.9,0,2,3,2,0.7262,0
neutral,inverted_triangle,casual,3,1,1,0.39,0,2,1,0,0.7571,1
warm,rectangle,party,5,0,1,0.72,1,0,3,2,0.6844,0
warm,apple,party,4,0,0,0.41,0,0,4,2,0.6933,0
warm,pear,formal,3,1,1,0.76,0,0,2,1,0.8598,1
warm,oval,sports,4,0,0,0.14,1,0,5,4,0.682,0
cool,apple,party,3,1,1,0.78,0,1,4,2,0.7513,1
neutral,rectangle,sports,3,1,1,0.69,1,2,3,4,0.6464,0
neutral,rectangle,formal,4,1,1,0.51,0,2,3,1,0.788,1
cool,oval,sports,3,0,1,0.11,0,1,5,4,0.7859,1
cool,apple,casual,3,0,0,0.35,0,1,4,0,0.7945,1
neutral,apple,casual,3,1,0,0.37,0,2,4,0,0.6989,0
warm,pear,formal,3,0,1,0.33,0,0,2,1,0.7524,1
warm,rectangle,casual,4,1,1,0.14,1,0,3,0,0.7603,1
warm,oval,ethnic,3,1,1,0.6,0,0,5,3,0.7623,1
warm,pear,sports,3,0,0,0.78,0,0,2,4,0.7738,1
warm,inverted_triangle,formal,4,0,0,0.58,0,0,1,1,0.99,1
cool,inverted_triangle,casual,3,1,0,0.41,0,1,1,0,0.9103,1
warm,hourglass,sports,5,0,0,0.63,0,0,0,4,0.8194,1
warm,hourglass,casual,4,0,1,0.11,0,0,0,0,0.99,1
neutral,rectangle,sports,5,0,1,0.25,0,2,3,4,0.6915,0
neutral,hourglass,party,5,1,1,0.55,0,2,0,2,0.7533,1
neutral,hourglass,casual,4,0,0,0.51,0,2,0,0,0.8493,1
neutral,rectangle,party,4,1,1,0.61,1,2,3,2,0.7232,0
warm,inverted_triangle,party,4,0,0,0.36,0,0,1,2,0.959,1
neutral,rectangle,casual,5,0,0,0.33,1,2,3,0,0.8838,1
cool,hourglass,ethnic,3,0,1,0.18,0,1,0,3,0.8125,1
neutral,pear,sports,5,0,0,0.87,0,2,2,4,0.6753,0
neutral,inverted_triangle,sports,3,1,1,0.63,0,2,1,4,0.7592,1
neutral,rectangle,ethnic,3,1,0,0.71,0,2,3,3,0.7109,0
neutral,apple,ethnic,4,0,0,0.2,1,2,4,3,0.713,0
cool,pear,casual,3,1,1,0.75,0,1,2,0,0.7021,0
cool,apple,sports,3,0,0,0.46,0,1,4,4,0.6637,0
neutral,inverted_triangle,party,5,0,1,0.22,0,2,1,2,0.7814,1
cool,oval,party,4,1,1,0.23,1,1,5,2,0.7347,0
neutral,rectangle,sports,5,0,0,0.47,1,2,3,4,0.6908,0
warm,apple,sports,5,0,0,0.87,1,0,4,4,0.6327,0
warm,rectangle,casual,3,0,0,0.66,0,0,3,0,0.8586,1
neutral,pear,formal,5,0,0,0.48,0,2,2,1,0.8532,1
cool,oval,sports,4,1,1,0.28,0,1,5,4,0.7165,0
cool,hourglass,formal,5,1,1,0.55,1,1,0,1,0.99,1
warm,pear,casual,3,0,0,0.51,0,0,2,0,0.8975,1
warm,rectangle,sports,5,0,0,0.5,0,0,3,4,0.6748,0
cool,hourglass,sports,3,1,1,0.24,0,1,0,4,0.756,1
cool,rectangle,sports,5,0,1,0.7,1,1,3,4,0.6979,0
