r,g,b,brightness,r_g_diff,r_b_diff,g_b_diff,ita_angle,skin_class,skin_name,skin_label,undertone,best_colors
227,228,161,220.06,-1,66,67,68.79,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
234,210,162,211.7,24,72,48,66.0,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,150,116,161.07,50,84,34,52.9,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,171,137,181.18,47,81,34,58.31,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,152,157,166.92,48,43,-5,69.81,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
155,104,63,114.58,51,92,41,35.07,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
239,206,192,214.27,33,47,14,74.03,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
189,155,125,161.75,34,64,30,60.2,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,131,96,147.64,69,104,35,43.19,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
136,73,65,90.92,63,71,8,29.96,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,164,155,177.03,47,56,9,66.21,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
193,149,109,157.6,44,84,40,52.02,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
64,53,44,55.26,11,20,9,14.74,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
137,63,42,82.73,74,95,21,19.01,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
166,157,105,153.76,9,61,52,59.55,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
92,70,57,75.1,22,35,13,35.65,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
182,150,132,157.52,32,50,18,65.06,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
156,96,70,110.98,60,86,26,35.34,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,109,98,123.89,54,65,11,48.66,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
178,121,100,135.65,57,78,21,47.68,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
193,137,95,148.96,56,98,42,45.28,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
172,90,106,116.34,82,66,-16,45.15,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
78,25,59,44.72,53,19,-34,-15.53,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
132,82,74,96.04,50,58,8,38.44,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,170,127,171.08,20,63,43,62.51,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
124,77,58,88.89,47,66,19,30.51,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
236,221,189,221.84,15,47,32,74.7,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,136,138,155.36,64,62,-2,59.52,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,56,40,54.48,1,17,16,14.76,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
197,156,126,164.84,41,71,30,58.27,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
197,135,111,150.8,62,86,24,49.53,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
194,163,160,171.93,31,34,3,74.42,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
251,216,160,220.08,35,91,56,61.85,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
94,79,49,80.06,15,45,30,33.74,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
102,104,58,98.16,-2,44,46,47.58,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
193,162,134,168.08,31,59,28,63.45,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
226,197,163,201.8,29,63,34,67.46,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,210,186,220.72,45,69,24,67.99,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
164,144,138,149.3,20,26,6,75.33,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
236,201,184,209.53,35,52,17,71.95,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
216,163,118,173.72,53,98,45,51.62,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
208,166,142,175.82,42,66,24,62.32,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
97,54,57,67.2,43,40,-3,23.27,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
223,212,196,213.46,11,27,16,80.62,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
159,145,133,147.82,14,26,12,75.12,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
197,150,143,163.26,47,54,7,64.51,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
209,157,136,170.15,52,73,21,58.72,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
176,158,126,159.73,18,50,32,65.5,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
120,78,71,89.76,42,49,7,39.06,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
133,67,74,87.53,66,59,-7,32.46,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,148,132,156.94,36,52,16,64.07,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
239,195,178,206.22,44,61,17,68.67,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,163,142,168.98,28,49,21,67.62,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,178,126,179.25,24,76,52,59.54,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
205,116,117,142.72,89,88,-1,46.5,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
178,152,161,160.8,26,17,-9,81.28,1,light_medium,Light Medium,neutral,"White,Black,Navy,Blush,Teal"
71,32,31,43.55,39,40,1,-9.16,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
199,185,121,181.89,14,78,64,59.4,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
224,208,185,210.16,16,39,23,76.31,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
74,44,40,52.51,30,34,4,4.22,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
227,190,173,199.12,37,54,17,70.09,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
234,228,183,224.66,6,51,45,73.72,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
121,98,63,100.89,23,58,35,41.26,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
150,115,102,123.98,35,48,13,57.02,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,106,61,120.9,67,112,45,32.34,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,131,99,139.91,42,74,32,50.54,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
51,27,31,34.63,24,20,-4,-37.54,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
202,139,92,152.48,63,110,47,42.97,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
183,161,89,159.37,22,94,72,49.32,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
128,92,72,100.48,36,56,20,42.03,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
87,84,66,82.84,3,21,18,57.4,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,204,187,206.25,14,31,17,78.78,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
192,155,148,165.26,37,44,7,69.11,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
222,206,196,209.64,16,26,10,80.75,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
117,79,52,87.28,38,65,27,29.84,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
187,139,121,151.3,48,66,18,56.91,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
229,201,191,208.23,28,38,10,76.5,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,162,156,176.27,50,56,6,66.08,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
61,63,42,60.01,-2,19,21,27.78,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
228,216,164,213.66,12,64,52,68.64,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
116,81,67,89.87,35,49,14,39.13,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
159,110,105,124.08,49,54,5,53.91,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
136,125,69,121.9,11,67,56,47.02,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
132,61,66,82.8,71,66,-5,26.43,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
122,89,69,96.59,33,53,20,41.32,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,193,200,212.34,62,55,-7,71.28,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
75,46,33,53.19,29,42,13,4.34,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
115,74,47,83.18,41,68,27,26.01,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
188,113,95,133.37,75,93,18,41.87,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
215,216,173,210.8,-1,42,43,75.36,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
234,218,205,221.3,16,29,13,80.39,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
234,192,197,205.13,42,37,-5,76.59,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
170,107,86,123.44,63,84,21,41.16,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
94,89,59,87.07,5,35,30,46.65,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,212,184,210.6,6,34,28,78.05,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
76,48,22,53.41,28,54,26,3.61,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
214,165,122,174.75,49,92,43,53.59,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
155,146,102,143.68,9,53,44,60.5,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,53,53,51.5,-5,-5,0,16.7,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
92,39,14,52.0,53,78,25,1.47,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
135,79,45,91.87,56,90,34,24.95,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,128,102,135.2,34,60,26,54.85,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
213,173,155,182.91,40,58,18,66.42,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,200,182,214.39,55,73,18,66.06,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
170,129,122,140.46,41,48,7,62.05,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
98,106,56,97.91,-8,42,50,48.76,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,167,135,176.81,45,77,32,58.73,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
170,115,67,125.97,55,103,48,36.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
46,50,46,48.35,-4,0,4,-58.78,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
213,164,142,176.14,49,71,22,60.63,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
96,93,55,89.56,3,41,38,43.98,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,96,100,106.32,33,29,-4,62.76,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
215,203,176,203.51,12,39,27,75.75,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
124,54,52,74.7,70,72,2,18.93,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,83,91,97.67,46,38,-8,51.44,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,147,122,157.01,43,68,25,57.57,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
82,45,28,54.12,37,54,17,4.36,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
226,178,129,186.77,48,97,49,54.65,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,180,141,180.34,16,55,39,67.12,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
133,111,107,117.12,22,26,4,68.83,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
194,133,108,148.39,61,86,25,48.84,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,161,145,170.84,39,55,16,65.53,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
137,126,100,126.32,11,37,26,64.14,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
223,196,204,204.98,27,19,-8,83.01,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
132,74,70,90.89,58,62,4,33.41,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
177,155,91,154.28,22,86,64,50.49,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
97,79,63,82.56,18,34,16,43.76,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,194,123,190.99,17,88,71,58.03,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
167,127,101,136.0,40,66,26,52.5,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,125,92,131.1,33,66,33,50.86,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
92,69,41,72.68,23,51,28,23.97,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
116,71,62,83.43,45,54,9,31.76,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
125,55,51,75.47,70,74,4,18.99,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
223,219,193,217.23,4,30,26,79.83,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
65,33,32,42.45,32,33,1,-12.89,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
66,66,24,61.21,0,42,42,14.94,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
109,63,55,75.84,46,54,8,25.57,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
177,142,92,146.76,35,85,50,48.7,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,129,101,147.04,71,99,28,44.43,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
194,128,114,146.14,66,80,14,50.24,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,149,122,155.19,31,58,27,61.13,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
167,153,125,153.99,14,42,28,68.01,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
223,182,187,194.83,41,36,-5,76.04,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
41,40,47,41.1,1,-6,-7,-56.01,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
225,211,181,211.77,14,44,30,74.78,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
44,43,38,42.73,1,6,5,-50.47,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
191,162,122,166.11,29,69,40,59.28,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,122,109,134.27,46,59,13,55.0,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
243,233,161,227.78,10,82,72,65.24,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
188,190,142,183.93,-2,46,48,71.04,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
146,105,88,115.32,41,58,17,48.4,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
199,150,152,164.88,49,47,-2,67.75,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
201,161,145,171.14,40,56,16,65.19,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,184,130,182.63,16,70,54,62.18,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
167,141,95,143.53,26,72,46,52.41,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
153,127,92,130.78,26,61,35,52.94,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
99,103,58,96.67,-4,41,45,48.7,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
220,169,157,182.88,51,63,12,64.63,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
174,140,132,149.25,34,42,8,67.06,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
161,157,126,154.66,4,35,31,71.51,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
200,171,162,178.64,29,38,9,73.54,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
119,102,60,102.29,17,59,42,41.55,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
71,66,25,62.82,5,46,41,15.57,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
63,60,33,57.82,3,30,27,14.61,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
230,216,193,217.56,14,37,23,77.55,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
156,109,79,119.63,47,77,30,42.12,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,126,139,148.41,70,57,-13,59.92,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,115,85,134.0,75,105,30,38.66,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
181,192,151,184.04,-11,30,41,77.38,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
75,21,18,36.8,54,57,3,-13.04,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
206,157,143,170.05,49,63,14,62.31,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
151,129,57,127.37,22,94,72,39.46,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
143,119,89,122.76,24,54,30,53.42,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
75,35,50,48.67,40,25,-15,-3.05,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
127,93,37,96.78,34,90,56,27.46,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
120,90,59,95.44,30,61,31,36.68,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
180,139,99,146.7,41,81,40,50.05,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
70,58,24,57.71,12,46,34,9.51,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
175,130,137,144.25,45,38,-7,68.04,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
192,147,95,154.53,45,97,52,47.14,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
230,220,174,217.75,10,56,46,71.54,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
147,97,97,111.95,50,50,0,51.09,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
60,34,29,41.2,26,31,5,-15.85,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
106,89,53,89.98,17,53,36,37.03,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
232,179,198,197.01,53,34,-19,76.98,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
186,167,125,167.89,19,61,42,62.64,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
210,157,151,172.16,53,59,6,64.22,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
228,206,206,212.58,22,22,0,82.29,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
149,125,91,128.3,24,58,34,53.47,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
189,167,133,169.7,22,56,34,64.93,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
124,63,49,79.64,61,75,14,21.56,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
119,68,47,80.85,51,72,21,23.19,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
147,130,83,129.72,17,64,47,51.24,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
138,132,70,126.73,6,68,62,48.45,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
120,76,77,89.27,44,43,-1,42.4,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,54,19,48.22,-6,29,35,-3.51,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
59,39,58,47.15,20,1,-19,-70.67,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
148,136,96,135.03,12,52,40,58.55,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
117,70,56,82.46,47,61,14,28.02,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
232,213,172,214.01,19,60,41,69.91,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
135,118,98,120.8,17,37,20,62.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,144,119,148.33,24,49,25,63.51,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
118,92,47,94.64,26,71,45,32.16,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
114,78,52,85.8,36,62,26,30.0,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
211,157,160,173.49,54,51,-3,67.56,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
88,71,42,72.78,17,46,29,26.35,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
50,74,10,59.53,-24,40,64,13.4,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
159,124,134,135.6,35,25,-10,73.72,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
185,174,133,172.61,11,52,41,67.02,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
230,209,194,213.57,21,36,15,77.59,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
172,160,115,158.46,12,57,45,62.28,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,131,104,138.09,34,61,27,55.3,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
100,80,52,82.79,20,48,28,34.34,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
109,54,35,68.28,55,74,19,13.88,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
106,93,60,93.12,13,46,33,43.15,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
248,181,202,203.43,67,46,-21,73.31,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,183,200,193.61,29,12,-17,85.22,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
51,27,44,36.11,24,7,-17,-63.25,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
131,76,54,89.94,55,77,22,27.42,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
176,128,122,141.67,48,54,6,59.5,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
199,140,99,152.97,59,100,41,45.84,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,146,136,149.94,17,27,10,74.88,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,155,157,165.99,36,34,-2,73.66,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
79,20,48,40.83,59,31,-28,-16.48,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,39,53,43.29,9,-5,-14,-53.31,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
